day,susceptible,infected,immune,died,severely_ill,icu_beds_available,died_because_of_no_bed,excess_mortality,infected_today,recovered_today,died_today,reaction
486,1396886,58612,2602975,30361,2045,1611,0,0,3944,4589,46,preparing to relax at 487
487,1377809,73251,2607522,30407,2557,1099,0,0,19077,4547,46,preparing to distance at 489
488,1353563,93099,2612027,30453,3252,404,0,0,24246,4505,46,preparing to distance at 489
489,1347161,95143,2616492,30498,3324,332,0,0,6402,4465,45,distancing
490,1340609,97376,2620917,30543,3402,254,0,0,6552,4425,45,distancing
491,1333893,99812,2625302,30587,3488,168,0,0,6716,4385,44,distancing
492,1326998,102466,2629647,30631,3581,75,0,0,6895,4345,44,distancing
493,1319909,105352,2633954,30700,3656,-26,26,25,7089,4307,69,distancing
494,1312609,108487,2638221,30853,3656,-110,110,110,7300,4267,153,distancing
495,1305080,111889,2642449,31015,3656,-119,119,119,7529,4228,162,distancing
496,1297303,115576,2646640,31186,3656,-129,129,129,7777,4191,171,distancing
497,1289257,119569,2650792,31368,3656,-140,140,140,8046,4152,182,distancing
498,1280921,123889,2654906,31561,3656,-151,151,151,8336,4114,193,distancing
499,1272270,128560,2658984,31765,3656,-163,163,163,8651,4078,204,distancing
500,1263280,133606,2663025,31982,3656,-176,176,176,8990,4041,217,distancing
501,1255018,122791,2682572,32179,3278,378,0,0,8262,19547,197,distancing
502,1247909,105654,2707415,32430,2678,978,0,0,7109,24843,251,distancing
503,1240749,106412,2713975,32496,2704,952,0,0,7160,6560,66,distancing
504,1233545,107064,2720688,32564,2727,929,0,0,7204,6713,68,distancing
505,1226306,107587,2727569,32634,2745,911,0,0,7239,6881,70,distancing
506,1219042,107956,2734634,32705,2758,898,0,0,7264,7065,71,distancing
507,1211765,108144,2741872,32778,2790,866,0,0,7277,7238,73,distancing
508,1204490,108119,2749243,32852,2899,757,0,0,7275,7371,74,distancing
509,1197233,107847,2756839,32929,3008,648,0,0,7257,7596,77,distancing
510,1190014,107289,2764680,33008,3117,539,0,0,7219,7841,79,distancing
511,1182854,106403,2772785,33090,3226,430,0,0,7160,8105,82,distancing
512,1175779,105142,2781176,33175,3333,323,0,0,7075,8391,85,distancing
513,1168818,103452,2789878,33263,3437,219,0,0,6961,8702,88,distancing
514,1162003,101277,2798915,33354,3537,119,0,0,6815,9037,91,distancing
515,1155293,99725,2807380,33440,3482,174,0,0,6710,8465,86,distancing
516,1148611,99298,2814663,33514,3467,189,0,0,6682,7283,74,distancing
517,1141964,98785,2821999,33588,3449,207,0,0,6647,7336,74,distancing
518,1135357,98188,2829380,33663,3428,228,0,0,6607,7381,75,distancing
519,1128796,97510,2836797,33738,3404,252,0,0,6561,7417,75,distancing
520,1122285,96757,2844240,33813,3377,279,0,0,6511,7443,75,distancing
521,1115830,95935,2851696,33888,3348,308,0,0,6455,7456,75,distancing
522,1109434,95056,2859150,33963,3317,339,0,0,6396,7454,75,distancing
523,1103100,94133,2866585,34038,3285,371,0,0,6334,7435,75,distancing
524,1096830,93184,2873981,34113,3252,404,0,0,6270,7396,75,distancing
525,1090624,92230,2881317,34187,3219,437,0,0,6206,7336,74,distancing
526,1084481,91298,2888566,34260,3187,469,0,0,6143,7249,73,distancing
527,1078397,90421,2895698,34332,3156,500,0,0,6084,7132,72,distancing
528,1072365,89638,2902680,34403,3129,527,0,0,6032,6982,71,distancing
529,1066382,88911,2909555,34472,3104,552,0,0,5983,6875,69,distancing
530,1060450,88161,2916401,34541,3078,578,0,0,5932,6846,69,distancing
531,1054569,87395,2923211,34610,3051,605,0,0,5881,6810,69,distancing
532,1048741,86616,2929981,34678,3023,633,0,0,5828,6770,68,distancing
533,1042966,85830,2936703,34746,2996,660,0,0,5775,6722,68,distancing
534,1037244,85041,2943374,34813,2969,687,0,0,5722,6671,67,distancing
535,1031575,84255,2949987,34880,2942,714,0,0,5669,6613,67,distancing
536,1025958,83476,2956540,34946,2915,741,0,0,5617,6553,66,distancing
537,1020393,82707,2963029,35012,2888,768,0,0,5565,6489,66,distancing
538,1014879,81951,2969453,35077,2861,795,0,0,5514,6424,65,distancing
539,1009415,81209,2975812,35141,2835,821,0,0,5464,6359,64,distancing
540,1004000,80481,2982106,35205,2809,847,0,0,5415,6294,64,distancing
541,998633,79764,2988339,35268,2784,872,0,0,5367,6233,63,distancing
542,993314,79051,2994520,35330,2759,897,0,0,5319,6181,62,distancing
543,988043,78339,3000650,35392,2734,922,0,0,5271,6130,62,distancing
544,982819,77631,3006728,35453,2709,947,0,0,5224,6078,61,distancing
545,977643,76926,3012753,35514,2685,971,0,0,5176,6025,61,distancing
546,972514,76227,3018724,35574,2661,995,0,0,5129,5971,60,distancing
547,967431,75535,3024641,35634,2636,1020,0,0,5083,5917,60,distancing
548,962394,74850,3030504,35693,2612,1044,0,0,5037,5863,59,distancing
549,957403,74172,3036312,35752,2588,1068,0,0,4991,5808,59,distancing
550,952457,73501,3042067,35810,2565,1091,0,0,4946,5755,58,distancing
551,947556,72837,3047768,35868,2542,1114,0,0,4901,5701,58,distancing
552,942699,72180,3053417,35925,2519,1137,0,0,4857,5649,57,distancing
553,937886,71529,3059015,35982,2496,1160,0,0,4813,5598,57,distancing
554,933116,70884,3064563,36038,2473,1183,0,0,4770,5548,56,distancing
555,928389,70244,3070061,36094,2451,1205,0,0,4727,5498,56,distancing
556,923705,69609,3075511,36149,2428,1228,0,0,4684,5450,55,distancing
557,919063,68980,3080911,36204,2406,1250,0,0,4642,5400,55,distancing
558,914463,68356,3086263,36258,2385,1271,0,0,4600,5352,54,distancing
559,909905,67738,3091566,36312,2363,1293,0,0,4558,5303,54,distancing
560,905388,67126,3096821,36365,2342,1314,0,0,4517,5255,53,distancing
561,900912,66519,3102028,36418,2321,1335,0,0,4476,5207,53,distancing
562,896477,65917,3107189,36470,2300,1356,0,0,4435,5161,52,distancing
563,892082,65321,3112302,36522,2279,1377,0,0,4395,5113,52,distancing
564,887726,64731,3117370,36573,2258,1398,0,0,4356,5068,51,distancing
565,883410,64146,3122391,36624,2238,1418,0,0,4316,5021,51,distancing
566,879133,63566,3127367,36674,2218,1438,0,0,4277,4976,50,distancing
567,874894,62992,3132298,36724,2198,1458,0,0,4239,4931,50,distancing
568,870694,62422,3137185,36773,2179,1477,0,0,4200,4887,49,distancing
569,866532,61857,3142028,36822,2159,1497,0,0,4162,4843,49,distancing
570,862407,61298,3146827,36870,2140,1516,0,0,4125,4799,48,distancing
571,858320,60743,3151583,36918,2121,1535,0,0,4087,4756,48,distancing
572,854270,60193,3156296,36966,2101,1555,0,0,4050,4713,48,distancing
573,850256,59649,3160966,37013,2082,1574,0,0,4014,4670,47,distancing
574,846279,59109,3165594,37060,2063,1593,0,0,3977,4628,47,preparing to relax at 576
575,842338,58574,3170180,37106,2044,1612,0,0,3941,4586,46,preparing to relax at 576
576,823273,73204,3174724,37152,2556,1100,0,0,19065,4544,46,preparing to distance at 578
577,799042,93040,3179227,37197,3251,405,0,0,24231,4503,45,preparing to distance at 578
578,792644,95082,3183690,37242,3322,334,0,0,6398,4463,45,distancing
579,786096,97314,3188112,37287,3400,256,0,0,6548,4422,45,distancing
580,779384,99749,3192494,37331,3485,171,0,0,6712,4382,44,distancing
581,772494,102400,3196837,37375,3578,78,0,0,6890,4343,44,distancing
582,765410,105284,3201141,37440,3656,-22,22,22,7084,4304,65,distancing
583,758115,108417,3205405,37593,3656,-110,110,110,7295,4264,153,distancing
584,750591,111816,3209631,37755,3656,-119,119,119,7524,4226,162,distancing
585,742819,115501,3213819,37926,3656,-129,129,129,7772,4188,171,distancing
586,734779,119491,3217968,38108,3656,-140,140,140,8040,4149,182,distancing
587,726448,123808,3222080,38301,3656,-151,151,151,8331,4112,193,distancing
588,717803,128476,3226155,38505,3656,-163,163,163,8645,4075,204,distancing
589,708819,133519,3230192,38723,3656,-177,177,177,8984,4037,218,distancing
590,700562,122711,3249727,38920,3277,379,0,0,8257,19535,197,distancing
591,693457,105585,3274555,39171,2677,979,0,0,7105,24828,251,distancing
592,686301,106343,3281110,39237,2704,952,0,0,7156,6555,66,distancing
593,679102,106994,3287819,39305,2726,930,0,0,7199,6709,68,distancing
594,671867,107517,3294696,39374,2745,911,0,0,7235,6877,69,distancing
595,664607,107887,3301756,39445,2758,898,0,0,7260,7060,71,distancing
596,657335,108075,3308992,39518,2787,869,0,0,7272,7236,73,distancing
597,650064,108051,3316358,39592,2896,760,0,0,7271,7366,74,distancing
598,642812,107779,3323949,39669,3005,651,0,0,7252,7591,77,distancing
599,635597,107222,3331785,39748,3114,542,0,0,7215,7836,79,distancing
600,628442,106337,3339884,39830,3223,433,0,0,7155,8099,82,distancing
601,621372,105076,3348270,39915,3330,326,0,0,7070,8386,85,distancing
602,614415,103388,3356966,40003,3434,222,0,0,6957,8696,88,distancing
603,607604,101215,3365996,40094,3535,121,0,0,6811,9030,91,distancing
604,600898,99664,3374456,40179,3481,175,0,0,6706,8460,85,distancing
605,594221,99236,3381735,40253,3466,190,0,0,6677,7279,74,distancing
606,587578,98723,3389067,40327,3448,208,0,0,6643,7332,74,distancing
607,580975,98127,3396443,40401,3428,228,0,0,6603,7376,74,distancing
608,574418,97449,3403856,40476,3404,252,0,0,6557,7413,75,distancing
609,567912,96695,3411295,40551,3377,279,0,0,6506,7439,75,distancing
610,561461,95874,3418746,40626,3348,308,0,0,6451,7451,75,distancing
611,555069,94995,3426196,40701,3317,339,0,0,6392,7450,75,distancing
612,548739,94073,3433626,40776,3285,371,0,0,6330,7430,75,distancing
613,542473,93124,3441018,40851,3252,404,0,0,6266,7392,75,distancing
614,536271,92171,3448349,40925,3219,437,0,0,6202,7331,74,distancing
615,530132,91240,3455593,40998,3186,470,0,0,6139,7244,73,distancing
616,524052,90363,3462721,41070,3155,501,0,0,6080,7128,72,distancing
617,518024,89580,3469700,41140,3127,529,0,0,6028,6979,70,distancing
618,512045,88853,3476571,41209,3102,554,0,0,5979,6871,69,distancing
619,506117,88104,3483412,41278,3076,580,0,0,5928,6841,69,distancing
620,500240,87338,3490218,41347,3049,607,0,0,5877,6806,69,distancing
621,494416,86559,3496984,41415,3021,635,0,0,5824,6766,68,distancing
622,488644,85774,3503702,41483,2994,662,0,0,5772,6718,68,distancing
623,482925,84987,3510368,41550,2967,689,0,0,5719,6666,67,distancing
624,477259,84202,3516977,41617,2940,716,0,0,5666,6609,67,distancing
625,471646,83423,3523526,41683,2913,743,0,0,5613,6549,66,distancing
626,466084,82655,3530011,41749,2886,770,0,0,5562,6485,66,distancing
627,460573,81900,3536431,41814,2859,797,0,0,5511,6420,65,distancing
628,455112,81159,3542786,41878,2833,823,0,0,5461,6355,64,distancing
629,449700,80432,3549075,41942,2808,848,0,0,5412,6289,64,distancing
630,444336,79716,3555304,42005,2783,873,0,0,5364,6229,63,distancing
631,439020,79004,3561480,42067,2759,897,0,0,5316,6176,62,distancing
632,433752,78293,3567606,42129,2734,922,0,0,5268,6126,62,distancing
633,428531,77586,3573680,42190,2709,947,0,0,5221,6074,61,distancing
634,423358,76882,3579701,42251,2685,971,0,0,5173,6021,61,distancing
635,418232,76184,3585668,42311,2661,995,0,0,5126,5967,60,distancing
636,413152,75492,3591582,42371,2636,1020,0,0,5080,5914,60,distancing
637,408118,74807,3597442,42430,2612,1044,0,0,5034,5860,59,distancing
638,403130,74129,3603247,42489,2588,1068,0,0,4988,5805,59,distancing
639,398187,73459,3608998,42547,2565,1091,0,0,4943,5751,58,distancing
640,393289,72795,3614696,42605,2542,1114,0,0,4898,5698,58,distancing
641,388435,72138,3620342,42662,2519,1137,0,0,4854,5646,57,distancing
642,383625,71487,3625937,42719,2496,1160,0,0,4810,5595,57,distancing
643,378858,70842,3631482,42775,2473,1183,0,0,4767,5545,56,distancing
644,374134,70202,3636977,42831,2451,1205,0,0,4724,5495,56,distancing
645,369453,69567,3642424,42886,2428,1228,0,0,4681,5447,55,distancing
646,364814,68938,3647821,42941,2406,1250,0,0,4639,5397,55,distancing
647,360217,68314,3653170,42995,2384,1272,0,0,4597,5349,54,distancing
648,355662,67696,3658470,43049,2362,1294,0,0,4555,5300,54,distancing
649,351148,67084,3663722,43102,2340,1316,0,0,4514,5252,53,distancing
650,346675,66477,3668926,43155,2319,1337,0,0,4473,5204,53,distancing
651,342242,65876,3674084,43207,2298,1358,0,0,4433,5158,52,distancing
652,337849,65281,3679194,43259,2277,1379,0,0,4393,5110,52,distancing
653,333496,64691,3684259,43310,2256,1400,0,0,4353,5065,51,distancing
654,329182,64107,3689277,43361,2235,1421,0,0,4314,5018,51,distancing
655,324907,63528,3694250,43411,2215,1441,0,0,4275,4973,50,distancing
656,320671,62954,3699178,43461,2195,1461,0,0,4236,4928,50,distancing
657,316473,62385,3704062,43510,2175,1481,0,0,4198,4884,49,distancing
658,312313,61821,3708902,43559,2155,1501,0,0,4160,4840,49,distancing
659,308191,61262,3713698,43607,2136,1520,0,0,4122,4796,48,distancing
660,304106,60708,3718451,43655,2116,1540,0,0,4085,4753,48,distancing
661,300058,60159,3723160,43703,2097,1559,0,0,4048,4709,48,distancing
662,296047,59615,3727827,43750,2078,1578,0,0,4011,4667,47,distancing
663,292072,59076,3732451,43797,2060,1596,0,0,3975,4624,47,preparing to relax at 665
664,288133,58542,3737034,43843,2041,1615,0,0,3939,4583,46,preparing to relax at 665
665,269079,73163,3741576,43889,2552,1104,0,0,19054,4542,46,preparing to distance at 667
666,244862,92987,3746077,43934,3246,410,0,0,24217,4501,45,preparing to distance at 667
667,238468,95028,3750537,43979,3317,339,0,0,6394,4460,45,distancing
668,231924,97258,3754956,44024,3396,260,0,0,6544,4419,45,distancing
669,225216,99691,3759336,44068,3481,175,0,0,6708,4380,44,distancing
670,218330,102341,3763676,44112,3574,82,0,0,6886,4340,44,distancing
671,211250,105223,3767977,44174,3656,-19,19,19,7080,4301,62,distancing
672,203959,108354,3772239,44327,3656,-110,110,110,7291,4262,153,distancing
673,196439,111752,3776462,44489,3656,-119,119,119,7520,4223,162,distancing
674,188672,115434,3780647,44660,3656,-129,129,129,7767,4185,171,distancing
675,180636,119422,3784794,44842,3656,-140,140,140,8036,4147,182,distancing
676,172310,123737,3788903,45035,3656,-151,151,151,8326,4109,193,distancing
677,163670,128402,3792976,45239,3656,-163,163,163,8640,4073,204,distancing
678,154691,133442,3797011,45457,3656,-177,177,177,8979,4035,218,distancing
679,146439,122640,3816534,45654,3278,378,0,0,8252,19523,197,distancing
680,139338,105524,3841347,45905,2679,977,0,0,7101,24813,251,distancing
681,132186,106282,3847898,45971,2706,950,0,0,7152,6551,66,distancing
682,124991,106933,3854603,46039,2728,928,0,0,7195,6705,68,distancing
683,117760,107456,3861476,46108,2747,909,0,0,7231,6873,69,distancing
684,110505,107825,3868532,46179,2759,897,0,0,7255,7056,71,distancing
685,103237,108013,3875767,46252,2785,871,0,0,7268,7235,73,distancing
686,95971,107988,3883129,46326,2894,762,0,0,7266,7362,74,distancing
687,88723,107716,3890716,46403,3003,653,0,0,7248,7587,77,distancing
688,81512,107160,3898546,46482,3113,543,0,0,7211,7830,79,distancing
689,74361,106275,3906641,46564,3222,434,0,0,7151,8095,82,distancing
690,67295,105015,3915022,46649,3329,327,0,0,7066,8381,85,distancing
691,60342,103328,3923713,46737,3433,223,0,0,6953,8691,88,distancing
692,53535,101156,3932738,46828,3534,122,0,0,6807,9025,91,distancing
693,46833,99606,3941193,46913,3480,176,0,0,6702,8455,85,distancing
694,40159,99179,3948469,46986,3465,191,0,0,6674,7276,73,distancing
695,33520,98666,3955797,47060,3447,209,0,0,6639,7328,74,distancing
696,26921,98070,3963169,47134,3426,230,0,0,6599,7372,74,distancing
697,20368,97392,3970578,47209,3402,254,0,0,6553,7409,75,distancing
698,13865,96640,3978011,47284,3376,280,0,0,6503,7433,75,distancing
699,7417,95820,3985458,47359,3347,309,0,0,6448,7447,75,distancing
700,1028,94943,3992903,47434,3316,340,0,0,6389,7445,75,distancing
701,0,88723,4000329,47509,3098,558,0,0,1028,7426,75,preparing to relax at 703
702,0,81512,4007717,47584,2846,810,0,0,0,7388,75,preparing to relax at 703
703,0,74361,4015044,47658,2596,1060,0,0,0,7327,74,preparing to relax at 705
704,0,67295,4022284,47731,2349,1307,0,0,0,7240,73,preparing to relax at 705
705,0,60342,4029408,47803,2106,1550,0,0,0,7124,72,preparing to relax at 707
706,0,53535,4036383,47873,1868,1788,0,0,0,6975,70,preparing to relax at 707
707,0,46833,4043250,47942,1634,2022,0,0,0,6867,69,preparing to relax at 709
708,0,40159,4050088,48011,1401,2255,0,0,0,6838,69,preparing to relax at 709
709,0,33520,4056890,48080,1169,2487,0,0,0,6802,69,preparing to relax at 711
710,0,26921,4063651,48148,939,2717,0,0,0,6761,68,preparing to relax at 711
711,0,20368,4070365,48216,710,2946,0,0,0,6714,68,preparing to relax at 713
712,0,13865,4077028,48283,483,3173,0,0,0,6663,67,preparing to relax at 713
713,0,7417,4083634,48350,258,3398,0,0,0,6606,67,preparing to relax at 715
714,0,1028,4090180,48416,35,3621,0,0,0,6546,66,preparing to relax at 715
715,0,0,4091232,48427,0,3656,0,0,0,1052,11,preparing to relax at 717
716,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 717
717,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 719
718,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 719
719,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 721
720,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 721
721,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 723
722,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 723
723,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 725
724,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 725
725,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 727
726,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 727
727,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 729
728,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 729
729,0,0,4091232,48427,0,3656,0,0,0,0,0,preparing to relax at 731
